rank,regionId,name,pixels,countryId
1,157869,Buenos Aires #3,283817504,10
2,101820,Matsue #8,274479470,110
3,139923,Lima #2,211812681,172
4,103367,Tokyo #1,193617597,110
5,156828,Santiago #7,189906801,44
6,247894,Punta Arenas #7223,172204429,44
7,116339,Mexico City #1,155240450,140
8,133789,Leticia #29,152740767,48
9,157870,Buenos Aires #4,151411905,10
10,116340,Iztapalapa #1,139257214,140
11,82230,Moscow #2,137896752,181
12,148670,São Paulo #1,133319718,31
13,90372,Paris #5,119473033,75
14,115607,Hanoi #1,115435757,242
15,127639,Bogotá #1,111499462,48
16,111730,Monterrey #1,107973784,140
17,116851,Tlalpan #1,102153286,140
18,106290,Jerusalem #1,97508593,107
19,162071,Cape Town #473,94201538,205
20,101813,Seoul #1,90864960,207
21,81718,Moscow #1,88241110,181
22,99067,Madrid #4,85270743,209
23,156315,Viña del Mar #5,82895663,44
24,120749,Antipolo #2,81828609,173
25,106802,Jerusalem #2,76068944,107
26,102135,Sevilla #8,76035644,209
27,89860,Paris #4,75078262,75
28,158382,La Plata #2,74953672,10
29,123288,Ho Chi Minh City #1,74197493,242
30,101624,Sevilla #6,73643949,209
31,159897,Talcahuano #512,73091763,44
32,116852,Puebla #1,71903141,140
33,126613,Medellín #9,71534244,48
34,86302,Warsaw #1,70034170,175
35,88364,Kyiv #8,69648297,232
36,156330,Rosario #6,66945293,10
37,248406,Punta Arenas #7271,65925439,44
38,143008,Oruro #3,64803142,26
39,98090,Istanbul #1,64101296,230
40,116853,Puebla #2,63668822,140
41,98455,New York City #1,62663718,235
42,102149,Algiers #6,62457221,3
43,103161,Tétouan #1,62366780,147
44,144039,Santa Cruz de la Sierra #25,62264141,26
45,158381,Merlo #6,61514158,10
46,102648,Tangier #1,60410641,147
47,155301,Córdoba #25,60382286,10
48,131217,Quito #4,59422025,63
49,148669,Sorocaba #1,59333831,31
50,148163,Rio de Janeiro #1,58806211,31
51,106074,Tijuana #4,58766027,140
52,122774,Phnom Penh #4,58495044,38
53,157357,Buenos Aires #1,58012903,10
54,157873,Montevideo #2,56495922,237
55,128660,Cali #4,55667718,48
56,103875,Nagoya #1,55354279,110
57,115309,Zapopan #6,55318067,140
58,114595,Shenzhen #2,55306130,45
59,118681,Huế #3,54861212,242
60,157340,Puente Alto #2,54859726,44
61,103744,Kirkuk #2,53499987,104
62,115310,Zapopan #7,53206145,140
63,111218,Ciudad Apodaca #2,52418104,140
64,105280,Baghdad #2,52239837,104
65,106803,Jerusalem #3,52168419,107
66,98052,Barcelona #3,51818036,209
67,98555,Madrid #2,50677490,209
68,156316,Santiago #5,50555206,44
69,139924,Huancayo #14,50071105,172
70,153784,Porto Alegre #2,49502425,31
71,88860,Kraków #3,48448548,175
72,97027,Terrassa #1,47212749,209
73,86836,Kursk #7,47090479,181
74,87296,London #2,47010451,234
75,102136,Sevilla #9,46109302,209
76,115608,Haiphong #1,45951278,242
77,150191,Asunción #11,45510883,171
78,99987,Washington #2,45480344,235
79,103368,Chiba #1,45433491,110
80,156827,Viña del Mar #6,45385606,44
81,104290,Kabul #1,45279717,1
82,91912,Dijon #8,44415049,75
83,139411,Lima #1,44379438,172
84,87307,Köln #2,44150886,82
85,88859,Katowice #2,44078203,175
86,88325,Gent #3,43905576,21
87,148162,Volta Redonda #1,43792816,31
88,104385,Osaka #1,43489331,110
89,100647,İzmir #3,43423146,230
90,145602,Belo Horizonte #1,42821496,31
91,115312,León de los Aldama #4,42710418,140
92,153755,Coquimbo #160,42280082,44
93,87818,Köln #4,42085113,82
94,115822,Tonalá #1,41974735,140
95,107314,Gaza #2,41881460,168
96,103879,Yokohama #1,41866581,110
97,77082,Stockholm #6,41757385,214
98,98051,Barcelona #2,41718754,209
99,123529,San José #1,41532664,52
