rank,regionId,name,pixels,countryId
1,157869,Buenos Aires #3,"263,576,201",10
2,101820,Matsue #8,"242,031,182",110
3,139923,Lima #2,"209,037,219",172
4,156828,Santiago #7,"186,903,950",44
5,103367,Tokyo #1,"182,765,060",110
6,133789,Leticia #29,"145,896,398",48
7,116339,Mexico City #1,"145,554,079",140
8,157870,Buenos Aires #4,"145,227,147",10
9,116340,Iztapalapa #1,"135,037,626",140
10,82230,Moscow #2,"131,391,063",181
11,148670,São Paulo #1,"122,386,647",31
12,115607,Hanoi #1,"111,574,821",242
13,90372,Paris #5,"111,322,303",75
14,127639,Bogotá #1,"108,779,672",48
15,111730,Monterrey #1,"105,242,806",140
16,116851,Tlalpan #1,"97,114,310",140
17,106290,Jerusalem #1,"93,663,069",107
18,162071,Cape Town #473,"89,254,418",205
19,101813,Seoul #1,"87,729,913",207
20,81718,Moscow #1,"84,380,793",181
21,99067,Madrid #4,"80,936,912",209
22,156315,Viña del Mar #5,"79,933,619",44
23,120749,Antipolo #2,"78,403,146",173
24,102135,Sevilla #8,"74,631,078",209
25,106802,Jerusalem #2,"74,442,325",107
26,123288,Ho Chi Minh City #1,"71,706,112",242
27,158382,La Plata #2,"71,644,869",10
28,89860,Paris #4,"70,407,504",75
29,159897,Talcahuano #512,"70,114,765",44
30,101624,Sevilla #6,"69,124,386",209
31,116852,Puebla #1,"68,968,147",140
32,126613,Medellín #9,"68,596,683",48
33,156330,Rosario #6,"65,163,647",10
34,88364,Kyiv #8,"64,664,177",232
35,86302,Warsaw #1,"63,496,286",175
36,143008,Oruro #3,"63,312,733",26
37,144039,Santa Cruz de la Sierra #25,"61,085,722",26
38,102149,Algiers #6,"60,988,671",3
39,98455,New York City #1,"60,058,911",235
40,116853,Puebla #2,"59,919,787",140
41,102648,Tangier #1,"58,027,693",147
42,122774,Phnom Penh #4,"57,909,554",38
43,148163,Rio de Janeiro #1,"57,807,899",31
44,158381,Merlo #6,"57,633,488",10
45,131217,Quito #4,"56,872,240",63
46,98090,Istanbul #1,"56,486,167",230
47,103161,Tétouan #1,"55,887,033",147
48,157873,Montevideo #2,"54,908,895",237
49,157357,Buenos Aires #1,"54,892,602",10
50,115309,Zapopan #6,"54,201,342",140
51,157340,Puente Alto #2,"53,972,851",44
52,128660,Cali #4,"53,890,503",48
53,118681,Huế #3,"53,415,399",242
54,155301,Córdoba #25,"52,648,935",10
55,103875,Nagoya #1,"52,453,874",110
56,106803,Jerusalem #3,"51,185,701",107
57,114595,Shenzhen #2,"50,944,899",45
58,115310,Zapopan #7,"50,597,562",140
59,105280,Baghdad #2,"50,594,077",104
60,148669,Sorocaba #1,"50,296,029",31
61,106074,Tijuana #4,"50,022,185",140
62,153784,Porto Alegre #2,"48,716,828",31
63,111218,Ciudad Apodaca #2,"48,518,281",140
64,156316,Santiago #5,"46,903,311",44
65,98052,Barcelona #3,"46,515,475",209
66,98555,Madrid #2,"46,333,076",209
67,97027,Terrassa #1,"45,304,187",209
68,103744,Kirkuk #2,"44,814,357",104
69,86836,Kursk #7,"44,505,709",181
70,102136,Sevilla #9,"44,322,412",209
71,87296,London #2,"44,216,780",234
72,139924,Huancayo #14,"44,165,535",172
73,139411,Lima #1,"43,989,080",172
74,115608,Haiphong #1,"43,735,260",242
75,148162,Volta Redonda #1,"43,379,219",31
76,88860,Kraków #3,"43,011,983",175
77,150191,Asunción #11,"42,993,762",171
78,99987,Washington #2,"42,926,177",235
79,91912,Dijon #8,"42,244,520",75
80,88325,Gent #3,"42,197,981",21
81,103368,Chiba #1,"41,834,686",110
82,156827,Viña del Mar #6,"41,577,347",44
83,145602,Belo Horizonte #1,"40,836,795",31
84,104385,Osaka #1,"40,626,603",110
85,87307,Köln #2,"40,581,509",82
86,115312,León de los Aldama #4,"40,349,087",140
87,77082,Stockholm #6,"40,287,497",214
88,106801,Gaza #1,"40,229,439",168
89,123529,San José #1,"40,127,414",52
90,88859,Katowice #2,"39,807,364",175
91,123286,Takeo #2,"39,713,345",38
92,107314,Gaza #2,"39,319,891",168
93,100647,İzmir #3,"39,292,563",230
94,123799,Cần Thơ #1,"38,870,569",242
95,103879,Yokohama #1,"38,766,594",110
96,87818,Köln #4,"38,594,590",82
97,153755,Coquimbo #160,"38,193,116",44
98,89861,Marne La Vallée #3,"38,087,536",75
99,87306,Köln #1,"38,062,157",82
100,115822,Tonalá #1,"37,848,370",140
101,128148,Cali #2,"37,797,012",48
102,76076,Saint Petersburg #18,"37,558,686",181
103,139922,Callao #5,"37,463,779",172
104,96515,Andorra la Vella #1,"37,303,586",5
105,156829,Santiago #8,"36,912,539",44
106,123289,Biên Hòa #3,"36,676,519",242
107,97540,Terrassa #4,"36,535,516",209
