rank,regionId,name,pixels,countryId
1,157869,Buenos Aires #3,280575122,10
2,101820,Matsue #8,262861878,110
3,139923,Lima #2,211420983,172
4,103367,Tokyo #1,191721553,110
5,156828,Santiago #7,189257897,44
6,116339,Mexico City #1,153179484,140
7,133789,Leticia #29,151903632,48
8,157870,Buenos Aires #4,149031309,10
9,116340,Iztapalapa #1,138572556,140
10,82230,Moscow #2,136825650,181
11,148670,São Paulo #1,131133300,31
12,90372,Paris #5,117203199,75
13,115607,Hanoi #1,114689554,242
14,127639,Bogotá #1,111040490,48
15,111730,Monterrey #1,107609180,140
16,116851,Tlalpan #1,101145458,140
17,106290,Jerusalem #1,96742484,107
18,162071,Cape Town #473,93757918,205
19,101813,Seoul #1,90360817,207
20,81718,Moscow #1,87489816,181
21,99067,Madrid #4,84403135,209
22,156315,Viña del Mar #5,82363263,44
23,120749,Antipolo #2,81129442,173
24,102135,Sevilla #8,75841554,209
25,106802,Jerusalem #2,75649663,107
26,158382,La Plata #2,74570563,10
27,89860,Paris #4,73959362,75
28,123288,Ho Chi Minh City #1,73793207,242
29,101624,Sevilla #6,72916318,209
30,159897,Talcahuano #512,72734170,44
31,116852,Puebla #1,71436563,140
32,126613,Medellín #9,71163759,48
33,86302,Warsaw #1,68925005,175
34,88364,Kyiv #8,68501264,232
35,156330,Rosario #6,66516784,10
36,143008,Oruro #3,64566690,26
37,116853,Puebla #2,63098941,140
38,98090,Istanbul #1,62599441,230
39,102149,Algiers #6,62245973,3
40,98455,New York City #1,62187364,235
41,144039,Santa Cruz de la Sierra #25,61937809,26
42,158381,Merlo #6,60348204,10
43,102648,Tangier #1,59983588,147
44,155301,Córdoba #25,59146902,10
45,148669,Sorocaba #1,58771600,31
46,131217,Quito #4,58629292,63
47,103161,Tétouan #1,58576885,147
48,148163,Rio de Janeiro #1,58573017,31
49,122774,Phnom Penh #4,58409601,38
50,157357,Buenos Aires #1,57238365,10
51,106074,Tijuana #4,57216308,140
52,157873,Montevideo #2,56392053,237
53,128660,Cali #4,55439379,48
54,115309,Zapopan #6,55073431,140
55,103875,Nagoya #1,54773415,110
56,157340,Puente Alto #2,54684261,44
57,114595,Shenzhen #2,54657746,45
58,118681,Huế #3,54596973,242
59,115310,Zapopan #7,52693026,140
60,103744,Kirkuk #2,52196461,104
61,105280,Baghdad #2,51994904,104
62,106803,Jerusalem #3,51967618,107
63,111218,Ciudad Apodaca #2,51741770,140
64,98052,Barcelona #3,50711324,209
65,156316,Santiago #5,50021310,44
66,98555,Madrid #2,49961094,209
67,153784,Porto Alegre #2,49382857,31
68,139924,Huancayo #14,48480270,172
69,88860,Kraków #3,47474253,175
70,97027,Terrassa #1,46666833,209
71,86836,Kursk #7,46490862,181
72,87296,London #2,46487782,234
73,102136,Sevilla #9,45704562,209
74,115608,Haiphong #1,45480331,242
75,150191,Asunción #11,45306143,171
76,99987,Washington #2,45022899,235
77,103368,Chiba #1,44546246,110
78,156827,Viña del Mar #6,44354485,44
79,139411,Lima #1,44319448,172
80,91912,Dijon #8,44124903,75
81,148162,Volta Redonda #1,43711877,31
82,87307,Köln #2,43589867,82
83,88325,Gent #3,43517782,21
84,104385,Osaka #1,42971816,110
85,88859,Katowice #2,42894159,175
86,100647,İzmir #3,42752832,230
87,145602,Belo Horizonte #1,42637937,31
88,115312,León de los Aldama #4,42237564,140
89,153755,Coquimbo #160,41543295,44
90,87818,Köln #4,41540883,82
91,77082,Stockholm #6,41485911,214
92,123529,San José #1,41336408,52
93,107314,Gaza #2,41322749,168
94,106801,Gaza #1,41270243,168
95,103879,Yokohama #1,41267818,110
96,87306,Köln #1,40967628,82
97,115822,Tonalá #1,40813225,140
98,123286,Takeo #2,40565017,38
99,98051,Barcelona #2,40348119,209
100,104290,Kabul #1,40162413,1
101,89861,Marne La Vallée #3,40052228,75
102,123799,Cần Thơ #1,39796534,242
103,128148,Cali #2,39774180,48
104,76076,Saint Petersburg #18,39744979,181
105,127637,Ibagué #2,38789795,48
106,139922,Callao #5,38615687,172
107,90382,Stuttgart #7,38318426,82
108,123289,Biên Hòa #3,38161231,242
109,97540,Terrassa #4,38069186,209
110,96515,Andorra la Vella #1,37862225,5
111,105779,Irbid #1,37817371,112
112,82229,Zelenograd #4,37765966,181
113,97554,Rome #3,37719652,108
114,127125,Pereira #1,37605951,48
115,99238,Beijing #1,37550055,45
116,87815,Brussels #2,37388782,21
117,104536,Los Angeles #1,37343952,235
118,156829,Santiago #8,37312525,44
119,99584,Valencia #6,37305433,209
120,158363,Talca #4,37090697,44
121,142493,Puno #9,36960382,172
122,111729,Saltillo #4,36793456,140
123,127127,Tunja #2,36642621,48
124,158385,Montevideo #5,36586558,237
125,95499,Nice #2,36355787,75
126,155306,Santa Fe #16,36204577,10
127,148158,Campinas #2,36161654,31
128,97412,Chicago #7,36090782,235
