rank,regionId,name,pixels,countryId
1,157869,Buenos Aires #3,284934520,10
2,101820,Matsue #8,278064069,110
3,139923,Lima #2,212511773,172
4,103367,Tokyo #1,194554775,110
5,156828,Santiago #7,190179644,44
6,247894,Punta Arenas #7223,184606772,44
7,116339,Mexico City #1,155730514,140
8,133789,Leticia #29,153125132,48
9,157870,Buenos Aires #4,152611481,10
10,116340,Iztapalapa #1,139490757,140
11,82230,Moscow #2,138385791,181
12,248406,Punta Arenas #7271,137562868,44
13,148670,São Paulo #1,134470661,31
14,90372,Paris #5,120813811,75
15,115607,Hanoi #1,115787051,242
16,127639,Bogotá #1,111648782,48
17,111730,Monterrey #1,108186599,140
18,116851,Tlalpan #1,102543569,140
19,106290,Jerusalem #1,97840826,107
20,162071,Cape Town #473,94324901,205
21,101813,Seoul #1,91214205,207
22,81718,Moscow #1,88474937,181
23,99067,Madrid #4,85721836,209
24,156315,Viña del Mar #5,83176310,44
25,120749,Antipolo #2,82149246,173
26,106802,Jerusalem #2,76206403,107
27,102135,Sevilla #8,76122270,209
28,89860,Paris #4,75808846,75
29,158382,La Plata #2,75171341,10
30,123288,Ho Chi Minh City #1,74403198,242
31,101624,Sevilla #6,74042767,209
32,159897,Talcahuano #512,73239824,44
33,116852,Puebla #1,72087223,140
34,126613,Medellín #9,71652937,48
35,86302,Warsaw #1,70592903,175
36,88364,Kyiv #8,70093963,232
37,156330,Rosario #6,67145683,10
38,98090,Istanbul #1,65363130,230
39,143008,Oruro #3,64880685,26
40,116853,Puebla #2,63934857,140
41,103161,Tétouan #1,63731303,147
42,98455,New York City #1,62868962,235
43,102149,Algiers #6,62550352,3
44,144039,Santa Cruz de la Sierra #25,62443178,26
45,158381,Merlo #6,62060138,10
46,155301,Córdoba #25,60978477,10
47,102648,Tangier #1,60654202,147
48,131217,Quito #4,59867627,63
49,148669,Sorocaba #1,59472958,31
50,106074,Tijuana #4,59432199,140
51,148163,Rio de Janeiro #1,58883212,31
52,122774,Phnom Penh #4,58554665,38
53,157357,Buenos Aires #1,58312804,10
54,157873,Montevideo #2,56572907,237
55,128660,Cali #4,55799260,48
56,103875,Nagoya #1,55633247,110
57,114595,Shenzhen #2,55579610,45
58,115309,Zapopan #6,55421828,140
59,118681,Huế #3,55034699,242
60,157340,Puente Alto #2,54953734,44
61,103744,Kirkuk #2,54200547,104
62,115310,Zapopan #7,53540186,140
63,111218,Ciudad Apodaca #2,52675630,140
64,98052,Barcelona #3,52420960,209
65,105280,Baghdad #2,52394224,104
66,106803,Jerusalem #3,52276877,107
67,98555,Madrid #2,51384803,209
68,156316,Santiago #5,50742319,44
69,139924,Huancayo #14,50670531,172
70,153784,Porto Alegre #2,49569606,31
71,88860,Kraków #3,48785552,175
72,104290,Kabul #1,47886927,1
73,97027,Terrassa #1,47520040,209
74,86836,Kursk #7,47446612,181
75,87296,London #2,47322636,234
76,102136,Sevilla #9,46324691,209
77,115608,Haiphong #1,46100798,242
78,156827,Viña del Mar #6,45950697,44
79,103368,Chiba #1,45873077,110
80,99987,Washington #2,45660684,235
81,150191,Asunción #11,45601868,171
82,91912,Dijon #8,44679083,75
83,88859,Katowice #2,44398039,175
84,139411,Lima #1,44385842,172
85,87307,Köln #2,44360840,82
86,88325,Gent #3,44117319,21
87,100647,İzmir #3,43885992,230
88,148162,Volta Redonda #1,43830880,31
89,104385,Osaka #1,43806846,110
90,115312,León de los Aldama #4,42920167,140
91,145602,Belo Horizonte #1,42900561,31
92,153755,Coquimbo #160,42568461,44
93,87818,Köln #4,42358590,82
94,115822,Tonalá #1,42329078,140
95,103879,Yokohama #1,42250574,110
96,98051,Barcelona #2,42219595,209
97,107314,Gaza #2,42189474,168
98,77082,Stockholm #6,41885667,214
99,87306,Köln #1,41669558,82
100,123529,San José #1,41655347,52
101,106801,Gaza #1,41497476,168
102,123286,Takeo #2,40798168,38
103,89861,Marne La Vallée #3,40338278,75
104,128148,Cali #2,40328645,48
105,76076,Saint Petersburg #18,40223798,181
106,123799,Cần Thơ #1,40029480,242
107,127637,Ibagué #2,39686665,48
108,139922,Callao #5,39136737,172
109,90382,Stuttgart #7,38878026,82
110,97540,Terrassa #4,38656109,209
111,123289,Biên Hòa #3,38619378,242
112,103232,Erbil #5,38508527,104
113,97554,Rome #3,38470097,108
114,82229,Zelenograd #4,38276593,181
115,105779,Irbid #1,38248731,112
116,87815,Brussels #2,38240385,21
117,127125,Pereira #1,38217364,48
118,99238,Beijing #1,38182743,45
119,99584,Valencia #6,38139003,209
120,96515,Andorra la Vella #1,38058914,5
121,104536,Los Angeles #1,37846388,235
122,158363,Talca #4,37624982,44
123,156829,Santiago #8,37389143,44
124,142493,Puno #9,37360881,172
125,111729,Saltillo #4,37331387,140
126,127127,Tunja #2,37247594,48
127,158385,Montevideo #5,37169413,237
128,105562,Tijuana #1,37137417,140
129,97412,Chicago #7,37086829,235
130,96008,Marseille #7,36829271,75
131,95499,Nice #2,36766940,75
132,148158,Campinas #2,36622401,31
133,155306,Santa Fe #16,36426570,10
134,113776,San Luis Potosí #1,36341721,140
135,102138,Málaga #3,36231559,209
136,150202,Curitiba #1,36150572,31
137,90897,Munich #4,36050376,82
138,132751,Guayaquil #4,35972818,63
