rank,regionId,name,pixels,countryId
1,157869,Buenos Aires #3,268904712,10
2,101820,Matsue #8,247024113,110
3,139923,Lima #2,209747985,172
4,156828,Santiago #7,187450994,44
5,103367,Tokyo #1,185044144,110
6,133789,Leticia #29,148043602,48
7,116339,Mexico City #1,147913754,140
8,157870,Buenos Aires #4,145941044,10
9,116340,Iztapalapa #1,135605630,140
10,82230,Moscow #2,132803907,181
11,148670,São Paulo #1,124670065,31
12,90372,Paris #5,112714363,75
13,115607,Hanoi #1,112266485,242
14,127639,Bogotá #1,109497351,48
15,111730,Monterrey #1,105925344,140
16,116851,Tlalpan #1,98167747,140
17,106290,Jerusalem #1,94500174,107
18,162071,Cape Town #473,90357645,205
19,101813,Seoul #1,88585705,207
20,81718,Moscow #1,85059630,181
21,99067,Madrid #4,82216693,209
22,156315,Viña del Mar #5,80655045,44
23,120749,Antipolo #2,79184439,173
24,102135,Sevilla #8,74946898,209
25,106802,Jerusalem #2,74786753,107
26,158382,La Plata #2,72523506,10
27,123288,Ho Chi Minh City #1,72320375,242
28,89860,Paris #4,71464325,75
29,159897,Talcahuano #512,71006639,44
30,101624,Sevilla #6,70422392,209
31,116852,Puebla #1,69572289,140
32,126613,Medellín #9,69521476,48
33,88364,Kyiv #8,65512819,232
34,156330,Rosario #6,65429542,10
35,86302,Warsaw #1,65076556,175
36,143008,Oruro #3,63770566,26
37,144039,Santa Cruz de la Sierra #25,61309158,26
38,102149,Algiers #6,61175976,3
39,98455,New York City #1,60655730,235
40,116853,Puebla #2,60634580,140
41,102648,Tangier #1,58679847,147
42,158381,Merlo #6,58365538,10
43,122774,Phnom Penh #4,58082897,38
44,148163,Rio de Janeiro #1,58039404,31
45,98090,Istanbul #1,57778662,230
46,131217,Quito #4,57214022,63
47,103161,Tétouan #1,56496327,147
48,157357,Buenos Aires #1,55642478,10
49,157873,Montevideo #2,55571056,237
50,155301,Córdoba #25,54762163,10
51,115309,Zapopan #6,54378434,140
52,128660,Cali #4,54334612,48
53,157340,Puente Alto #2,54248653,44
54,118681,Huế #3,53800656,242
55,148669,Sorocaba #1,53630634,31
56,103875,Nagoya #1,53179373,110
57,114595,Shenzhen #2,52782713,45
58,106074,Tijuana #4,51632558,140
59,106803,Jerusalem #3,51337039,107
60,105280,Baghdad #2,51125689,104
61,115310,Zapopan #7,50992276,140
62,111218,Ciudad Apodaca #2,49999998,140
63,153784,Porto Alegre #2,48872451,31
64,103744,Kirkuk #2,48262745,104
65,156316,Santiago #5,48007501,44
66,98052,Barcelona #3,47497268,209
67,98555,Madrid #2,47484211,209
68,97027,Terrassa #1,45669914,209
69,139924,Huancayo #14,45165242,172
70,87296,London #2,45087490,234
71,86836,Kursk #7,45007089,181
72,102136,Sevilla #9,44779323,209
73,115608,Haiphong #1,44194320,242
74,139411,Lima #1,44113967,172
75,88860,Kraków #3,44083682,175
76,150191,Asunción #11,43913016,171
77,99987,Washington #2,43617823,235
78,148162,Volta Redonda #1,43461148,31
79,91912,Dijon #8,42778519,75
80,88325,Gent #3,42734137,21
81,103368,Chiba #1,42466883,110
82,156827,Viña del Mar #6,42041158,44
83,87307,Köln #2,41300784,82
84,145602,Belo Horizonte #1,41265560,31
85,104385,Osaka #1,41262097,110
86,115312,León de los Aldama #4,40924259,140
87,77082,Stockholm #6,40834181,214
88,100647,İzmir #3,40545319,230
89,106801,Gaza #1,40534514,168
90,88859,Katowice #2,40458044,175
91,123529,San José #1,40437588,52
92,123286,Takeo #2,39971430,38
93,107314,Gaza #2,39874186,168
94,87818,Köln #4,39264068,82
95,103879,Yokohama #1,39222030,110
96,123799,Cần Thơ #1,39084367,242
97,153755,Coquimbo #160,38966587,44
98,87306,Köln #1,38838303,82
99,89861,Marne La Vallée #3,38715215,75
100,115822,Tonalá #1,38453308,140
101,128148,Cali #2,38426387,48
102,76076,Saint Petersburg #18,38265396,181
103,139922,Callao #5,37884659,172
104,96515,Andorra la Vella #1,37487546,5
105,98051,Barcelona #2,37160973,209
106,127637,Ibagué #2,37108287,48
107,123289,Biên Hòa #3,37083837,242
108,156829,Santiago #8,37016663,44
109,97540,Terrassa #4,36911231,209
110,105779,Irbid #1,36770126,112
111,99584,Valencia #6,36697273,209
112,99238,Beijing #1,36664229,45
113,90382,Stuttgart #7,36470480,82
114,127125,Pereira #1,36252948,48
115,104536,Los Angeles #1,36190580,235
116,87815,Brussels #2,36100310,21
117,158363,Talca #4,36041257,44
118,97554,Rome #3,35806601,108
119,127127,Tunja #2,35774186,48
120,148158,Campinas #2,35695136,31
121,95499,Nice #2,35634581,75
122,155306,Santa Fe #16,35490948,10
123,158385,Montevideo #5,35329910,237
124,111729,Saltillo #4,35316974,140
125,156319,Mendoza #4,35163605,10
126,82229,Zelenograd #4,35056085,181
127,101623,Sevilla #5,34963287,209
128,150202,Curitiba #1,34831705,31
129,113776,San Luis Potosí #1,34826135,140
130,97412,Chicago #7,34554036,235
131,132751,Guayaquil #4,34512546,63
132,142493,Puno #9,34492350,172
133,90897,Munich #4,34040380,82
134,105562,Tijuana #1,33929256,140
135,93447,Lyon #5,33797719,75
136,96008,Marseille #7,33389830,75
137,99578,Toledo #1,33152726,209
138,88861,Kraków #4,33081751,175
139,148671,São José dos Campos #2,33047571,31
140,159898,Chillán #2,33024460,44
141,143003,Arequipa #14,32886398,172
142,109422,Delhi #1,32847435,101
143,143007,Oruro #2,32780931,26
144,112451,Riyadh #15,32686205,194
145,101301,Goyang-si #1,32677019,207
146,115825,Santiago de Querétaro #5,32445497,140
147,157868,Merlo #2,32430040,10
148,88326,Brussels #3,32424992,21
149,148159,São José dos Campos #1,32158419,31
150,126101,Medellín #7,31991527,48
151,115821,Zapopan #9,31925914,140
152,102138,Málaga #3,31910203,209
153,106601,Ciudad Juárez #9,31734857,140
154,102649,Málaga #5,31609391,209
155,89859,Paris #3,31550478,75
156,127638,Ibagué #3,31442292,48
157,90904,Vienna #4,31406930,14
158,86303,Praga Południe #2,31291046,175
159,157358,Buenos Aires #2,31162532,10
160,85780,Berlin #7,30978482,82
161,149182,Santos #1,30922164,31
162,115827,Nicolás Romero #1,30899543,140
163,123552,Valencia #2,30846823,241
164,102332,Matsue #11,30782404,110
165,146119,Serra #3,30683942,31
166,149156,Salta #5,30577235,10
167,127128,Tunja #3,30567123,48
168,102287,Xining #9,30449495,45
169,114289,San Luis Potosí #3,30447595,140
170,86791,Rotterdam #3,30445901,153
171,91917,Zürich #4,30343143,215
172,88845,Wiesbaden #6,30295045,82
173,100608,Alicante #1,30239259,209
174,96110,Almaty #6,30216762,113
175,116338,Morelia #4,30118708,140
176,81719,Elektrostal’ #1,30091325,181
177,115828,Pachuca de Soto #3,30031862,140
178,84751,Hamburg #5,30016806,82
179,157872,Montevideo #1,29952788,237
180,123030,Barranquilla #20,29912477,48
181,91916,Zürich #3,29881931,215
182,101459,San Jose #1,29857439,235
183,127640,Bogotá #2,29814143,48
184,157656,Sydney #19,29729798,13
185,103880,Ichihara #1,29668969,110
186,102719,Erbil #2,29434213,104
187,115826,Santiago de Querétaro #6,29368771,140
188,139410,Callao #2,29340835,172
189,89865,Metz #3,29303690,75
190,91902,Nantes #9,29098539,75
191,113537,Dhaka #1,29006474,18
192,150203,Colombo #3,29006463,31
193,116162,Uruma #117,28952970,110
194,99119,Ankara #4,28947846,230
195,123800,Vũng Tàu #1,28943043,242
196,38595,Ilulissat #2241,28876429,86
197,96009,Marseille #8,28833162,75
198,101119,Murcia #5,28828699,209
199,163993,Puerto Montt #11,28747691,44
200,115001,Jeddah #13,28689642,194
201,136848,Trujillo #7,28637327,172
202,104537,Anaheim #1,28573824,235
203,104290,Kabul #1,28490471,1
204,98602,Bursa #2,28462727,230
205,91915,Basel #2,28373940,215
206,103232,Erbil #5,28368642,104
207,156314,Valparaíso #55,28356245,44
208,103864,Busan #1,28332661,207
209,103874,Kyoto #4,28195100,110
210,123553,Petare #2,28159020,241
211,88853,Prague #5,28099197,57
212,98036,Porto #3,28084058,176
213,150195,Ciudad del Este #8,28082312,171
214,93959,Lyon #6,28003252,75
215,161448,Bahía Blanca #22,27930796,10
216,95995,Santander #9,27910791,209
217,144034,Cochabamba #6,27898956,26
218,90878,Rennes #6,27652274,75
219,151739,Florianópolis #5,27649271,31
220,100595,Lisbon #3,27640248,176
221,116856,Veracruz #18,27564820,140
222,89353,Metz #1,27557926,75
223,84264,Minsk #10,27553599,20
224,136911,Recife #1,27527494,31
225,151204,San Miguel de Tucumán #17,27380735,10
226,132239,Guayaquil #2,27353588,63
227,87819,Köln #5,27235659,82
228,102855,Ōta #1,27185185,110
229,88327,Brussels #4,27178086,21
230,87314,Halle (Saale) #5,27143783,82
231,90377,Nancy #1,27007302,75
232,143519,Tacna #4,26985969,172
233,93961,Genève #9,26950144,215
234,156331,Rosario #7,26934337,10
235,95996,Bilbao #9,26926021,209
236,87812,Lille #2,26900052,75
237,121231,Bangkok #1,26866781,220
238,116119,Thanh Hóa #2,26810986,242
239,154789,Córdoba #18,26685799,10
240,90371,Saint-Quentin-en-Yvelines #1,26672397,75
241,86795,Münster #4,26633457,82
242,90884,Paris #6,26571939,75
243,94471,Saint-Étienne #3,26534199,75
244,139412,Huancayo #9,26490556,172
245,29309,Yellowknife #2853,26435636,40
246,93448,Genève #6,26269573,215
247,157356,José C. Paz #4,26244140,10
248,154296,Porto Alegre #5,26229731,31
249,81797,Krasnoyarsk #83,26191410,181
250,119427,San Pedro Sula #1,26171713,97
251,88324,Lille #3,26143986,75
252,125593,Cúcuta #5,26123520,48
253,116120,Haiphong #2,26113298,242
254,89869,Stuttgart #3,26099708,82
255,175276,Stanley #309,26056512,71
256,83319,Novosibirsk #79,26023751,181
257,147651,Nova Iguaçu #1,26012570,31
258,80727,Yekaterinburg #11,25993910,181
259,87817,Köln #3,25939174,82
260,157339,Valparaíso #68,25852947,44
261,108643,Hermosillo #22,25834993,140
262,160943,Mar del Plata #14,25810984,10
263,104695,Rabat #1,25789066,147
264,120962,San Salvador #1,25756357,65
265,106291,Amman #1,25727324,112
266,82231,Lyubertsy #1,25722258,181
267,115313,Santiago de Querétaro #3,25666884,140
268,92426,Lausanne #1,25657030,215
269,131726,Portoviejo #1,25640308,63
270,149181,Sorocaba #2,25638602,31
271,138421,Sinop #32,25613679,31
272,89868,Karlsruhe #4,25595459,82
273,140436,Huancayo #18,25435635,172
274,119934,Quetzaltenango #1,25382549,90
275,140954,Cusco #17,25369870,172
276,114799,León de los Aldama #1,25342924,140
277,101154,Athens #9,25336616,85
278,105279,Baghdad #1,25225000,104
279,86292,Berlin #10,25218811,82
280,161231,Melbourne #17,25187841,13
281,105206,Casablanca #9,25124050,147
282,97539,Barcelona #1,25118448,209
283,103160,Tangier #3,25110033,147
284,130452,Singapore #1,25096911,199
285,94236,Anchorage #9956,25057600,235
286,159896,Talcahuano #511,25043244,44
287,98556,Ciudad Lineal #2,25020630,209
288,157851,Rancagua #1,25020387,44
289,92427,Bern #1,24996739,215
290,106304,Najaf #1,24991374,104
291,123285,Takeo #1,24960998,38
292,157871,La Plata #1,24955368,10
293,119936,Guatemala City #1,24953042,90
294,130195,Pasto #5,24850010,48
295,98089,Bağcılar #1,24787377,230
296,86812,Łódź #6,24784704,175
297,116854,Puebla #3,24746712,140
298,100096,Valencia #9,24702193,209
299,116343,Veracruz #13,24591310,140
300,135576,Jakarta #1,24553028,102
301,148157,Campinas #1,24503126,31
302,93966,Milan #3,24499449,108
303,88348,Kraków #1,24426430,175
304,91961,Rostov-na-Donu #4,24410986,181
305,115329,Mérida #56,24365521,140
306,157655,Sydney #18,24353512,13
307,135823,Chiclayo #11,24353183,172
308,142524,Brasília #2,24285883,31
309,94494,Belgrade #4,24253564,196
310,90380,Karlsruhe #5,24236396,82
311,121990,Managua #4,24229889,156
312,158383,Montevideo #3,24195149,237
313,143520,Oruro #5,24188644,26
314,89345,Rouen #5,24006488,75
315,91442,Zaporizhzhya #1,23983715,232
316,128659,Cali #3,23965470,48
317,87910,Astana #27,23959826,113
318,86287,Hannover #3,23954779,82
319,86291,Berlin #9,23940143,82
320,102838,Daejeon #2,23914196,207
321,95998,Pamplona #1,23899749,209
322,89357,Stuttgart #1,23887085,82
323,120219,Quảng Ngãi #6,23867708,242
324,84733,Manchester #1,23862650,234
325,105591,Dallas #1,23835419,235
326,120961,Santa Ana #2,23824545,65
327,86280,Amsterdam #4,23790570,153
328,90418,Dnipro #2,23779213,232
329,140490,Salvador #2,23757628,31
330,175277,Stanley #310,23730761,71
331,119194,Huế #7,23717633,242
332,101819,Pohang #1,23695696,207
333,104256,Kirkuk #4,23682120,104
334,90891,Strasbourg #4,23675046,75
335,115095,Bắc Giang #1,23547641,242
336,150707,Foz do Iguaçu #2,23542889,31
337,93446,Saint-Étienne #1,23538370,75
338,87297,London #3,23529749,234
339,91918,Sankt Gallen #2,23435451,215
340,81215,Nizhniy Novgorod #53,23424257,181
341,109162,Chihuahua #10,23322982,140
342,116855,Veracruz #17,23306108,140
343,136606,Depok #3,23300953,102
344,149667,Salta #9,23289498,10
345,86318,Homyel' #17,23230732,20
346,144038,Santa Cruz de la Sierra #24,23217036,26
347,88844,Wiesbaden #5,23101336,82
348,100083,Lisbon #1,23100754,176
349,103878,Shizuoka #2,23067494,110
350,90905,Bratislava #2,23063202,201
351,82776,Chelyabinsk #7,23062917,181
352,89862,Marne La Vallée #4,22995584,75
353,81717,Khimki #2,22981961,181
354,124310,Rạch Giá #4,22971361,242
355,146114,Betim #3,22922383,31
356,148164,Itaboraí #2,22888220,31
357,89360,Fürth #1,22861076,82
358,85779,Berlin #6,22845674,82
359,114798,Zapopan #4,22815246,140
360,117143,Vinh #1,22753026,242
361,114293,Tampico #2,22735112,140
362,86279,Amsterdam #3,22718029,153
363,94464,Bordeaux #10,22711792,75
364,102856,Utsunomiya #3,22560920,110
365,101178,Diyarbakır #4,22519041,230
366,87828,Dresden #6,22510982,82
367,124822,Cà Mau #2,22447989,242
368,89856,Caen #4,22446150,75
369,102195,Adana #5,22445167,230
370,94748,Anchorage #9988,22435489,235
371,87823,Erfurt #3,22381685,82
372,84750,Hamburg #4,22379605,82
373,112557,Taipei #2,22347606,217
374,153272,Caxias do Sul #7,22317893,31
375,94513,Sevastopol #4,22200048,232
376,87838,Radom #4,22180770,175
377,107826,Beersheba #1,22179733,107
378,88884,Kharkiv #4,22175247,232
379,69303,Nuuk #75,22165341,86
380,104388,Hamamatsu #2,22077272,110
381,76075,Saint Petersburg #17,22046999,181
382,157852,Rancagua #2,22030669,44
383,99631,Ankara #6,21976929,230
384,116341,Poza Rica de Hidalgo #5,21936192,140
385,127126,Ibagué #1,21935985,48
386,123041,Caracas #1,21854845,241
387,98456,Queens #1,21850121,235
388,128152,Villavicencio #3,21819337,48
389,120448,Villa Nueva #2,21811319,90
390,146077,Iquique #10,21807563,44
391,144540,Tacna #11,21806974,172
392,104384,Himeji #3,21761830,110
393,86797,Hannover #4,21760841,82
394,158894,La Plata #3,21739391,10
395,90892,Karlsruhe #6,21712508,82
396,98050,Lleida #5,21687891,209
397,158372,Santa Rosa #1,21671423,10
398,105402,Fukuoka #4,21651027,110
399,99750,Beijing #2,21633269,45
400,160410,Los Ángeles #1,21574103,44
401,114805,Tampico #3,21570478,140
402,151227,Joinville #4,21525575,31
403,88347,Katowice #1,21514378,175
404,161433,Temuco #8,21513601,44
405,100275,Pyongyang #1,21503170,161
406,105320,Rawalpindi #1,21480381,166
407,89866,Saarbrücken #2,21473566,82
408,114797,Zapopan #3,21424906,140
409,87827,Dresden #5,21418851,82
410,114287,Aguascalientes #2,21410023,140
411,108152,Houston #5,21408572,235
412,117890,Belize City #1,21357973,22
413,86284,Bremen #7,21304878,82
414,89356,Karlsruhe #2,21286924,82
415,147650,Juiz de Fora #5,21278155,31
416,86286,Hannover #2,21276644,82
417,116337,Morelia #3,21227560,140
418,175262,Río Gallegos #63,21216621,10
419,131216,Quito #3,21177771,63
420,106103,Dallas #2,21146529,235
421,92938,Genève #5,21132290,215
422,83729,Schwerin #1,21126424,82
423,90373,Marne La Vallée #5,21104542,75
424,85758,Birmingham #1,21101020,234
425,138898,Huacho #4,21074353,172
426,111217,Saltillo #2,21024111,140
427,148668,Itapetininga #2,21010328,31
428,139925,Huancayo #15,20982194,172
429,131729,Ambato #2,20972129,63
430,123798,Rạch Giá #2,20932152,242
431,116335,Uruapan #2,20910740,140
432,125592,Bucaramanga #2,20909654,48
433,158384,Montevideo #4,20880015,237
434,128151,Villavicencio #2,20871422,48
435,108153,Houston #6,20824776,235
436,138420,Sinop #31,20810647,31
437,111731,Reynosa #6,20798780,140
438,89348,Paris #2,20756442,75
439,175278,Stanley #311,20680175,71
440,83739,Gdańsk #3,20645246,175
441,146258,Port Louis #9,20637518,138
442,96510,Pamplona #3,20629637,209
443,155295,San Juan #7,20609357,10
444,90874,Plymouth #33,20607251,234
445,111221,Reynosa #5,20597165,140
446,105778,Haifa #5,20572650,107
447,91403,Freiburg #1,20560804,82
448,156318,Mendoza #3,20551544,10
449,95495,Marseille #3,20543864,75
450,38596,Ilulissat #2242,20527172,86
451,95992,Oviedo #35,20523376,209
452,116342,Xalapa de Enríquez #3,20506957,140
453,95491,Toulouse #12,20471388,75
454,117405,Santo Domingo #1,20447333,62
455,116631,Thanh Hóa #5,20443468,242
456,158875,Talca #6,20401566,44
457,92972,Odesa #9,20398094,232
458,158380,Merlo #5,20378687,10
459,97012,Braga #1,20371820,176
460,96010,Nice #3,20365859,75
461,118391,Oaxaca #7,20355515,140
462,152229,Santiago del Estero #10,20343147,10
463,115823,Irapuato #1,20337498,140
464,90379,Strasbourg #2,20297281,75
465,81658,Glasgow #35,20280692,234
466,86297,Poznań #12,20252511,175
467,83280,Ufa #21,20196372,181
468,143006,Puno #13,20172577,172
469,91903,Nantes #10,20164333,75
470,80163,Riga #3,20117501,120
471,88864,Rzeszów #2,20079966,175
472,87814,Brussels #1,20064342,21
473,90381,Stuttgart #6,20056988,82
474,106410,Nanjing #4,20050602,45
475,103352,Ulsan #1,20039653,207
476,93445,Clermont-Ferrand #7,20002350,75
477,98914,Provo #5,19983111,235
478,93778,Portland #2,19954778,235
479,94520,Krasnodar #11,19917419,181
480,101814,Wŏnju #2,19913307,207
481,95989,Ourense #1,19908850,209
482,89349,Marne La Vallée #1,19897387,75
483,92937,Genève #4,19890368,215
484,81206,Khimki #1,19885240,181
485,115311,León de los Aldama #3,19879614,140
486,161946,Temuco #14,19866704,44
487,149668,Salta #10,19858197,10
488,96542,Pristina #2,19851084,116
489,143522,Cochabamba #5,19821691,26
490,121242,Buôn Ma Thuột #2,19772822,242
491,97535,Zaragoza #7,19759924,209
492,133834,Fortaleza #134,19758996,31
493,99579,Toledo #2,19755015,209
494,93449,Genève #7,19724553,215
495,95997,Bilbao #10,19719694,209
496,87824,Erfurt #4,19682791,82
497,86794,Mülheim #1,19676414,82
498,156843,San Nicolás de los Arroyos #2,19651145,10
499,119935,Mixco #1,19634786,90
500,140435,Callao #11,19610633,172
501,153785,Viamão #1,19599799,31
502,115314,Santiago de Querétaro #4,19579785,140
503,122776,Biên Hòa #1,19566066,242
504,115824,Morelia #1,19562018,140
505,130705,Quito #2,19541657,63
506,90896,Munich #3,19527767,82
507,125082,Cúcuta #4,19526639,48
508,87328,Lublin #6,19523572,175
509,105268,Damascus #2,19476005,216
510,89346,Rouen #6,19456197,75
511,124311,Sóc Trăng #1,19405319,242
512,100596,Lisbon #4,19398507,176
513,90882,Le Mans #3,19392488,75
514,97411,Chicago #6,19374331,235
515,86840,Voronezh #5,19370389,181
516,157341,Puente Alto #3,19348720,44
517,86792,Utrecht #1,19313928,153
518,89858,Rouen #8,19266244,75
519,103233,As Sulaymānīyah #2,19262085,104
520,163480,Osorno #13,19231353,44
521,160408,Concepción #1,19226887,44
522,86317,Homyel' #16,19222863,20
523,93454,Monza #1,19178414,108
524,91219,Bellevue #1,19165691,235
525,86796,Münster #5,19153443,82
526,123287,Tân An #1,19140648,242
527,112232,Culiacán #12,19066109,140
528,156826,Valparaíso #62,19051230,44
529,87833,Wrocław #9,19038004,175
530,105747,Tripoli #9,19037135,124
531,76588,Saint Petersburg #22,19023257,181
532,87825,Halle (Saale) #6,19021736,82
533,115233,Honolulu #2102,18985014,235
534,109196,Orlando #3,18951907,235
535,93965,Milan #2,18944554,108
536,100089,Córdoba #1,18930060,209
537,89354,Saarbrücken #1,18925260,82
538,99442,Wichita #4,18922494,235
539,96500,Santiago de Compostela #123,18890042,209
540,152251,Florianópolis #12,18888788,31
541,158874,Talca #5,18877455,44
542,153783,Porto Alegre #1,18874143,31
543,86288,Magdeburg #6,18827198,82
544,100607,Murcia #2,18791159,209
545,98147,Tashkent #5,18783430,238
546,103881,Ichihara #2,18761314,110
