rank,regionId,name,pixels,countryId
1,157869,Buenos Aires #3,282230492,10
2,101820,Matsue #8,269741311,110
3,139923,Lima #2,211647082,172
4,103367,Tokyo #1,192575790,110
5,156828,Santiago #7,189622138,44
6,116339,Mexico City #1,154309627,140
7,133789,Leticia #29,152326554,48
8,157870,Buenos Aires #4,150231791,10
9,116340,Iztapalapa #1,138948761,140
10,82230,Moscow #2,137409100,181
11,148670,São Paulo #1,132323246,31
12,90372,Paris #5,118283040,75
13,115607,Hanoi #1,115139777,242
14,127639,Bogotá #1,111276863,48
15,111730,Monterrey #1,107790908,140
16,116851,Tlalpan #1,101652411,140
17,247894,Punta Arenas #7223,100194742,44
18,106290,Jerusalem #1,97098557,107
19,162071,Cape Town #473,94031738,205
20,101813,Seoul #1,90597105,207
21,81718,Moscow #1,87911150,181
22,99067,Madrid #4,84813583,209
23,156315,Viña del Mar #5,82685384,44
24,120749,Antipolo #2,81501827,173
25,102135,Sevilla #8,75934111,209
26,106802,Jerusalem #2,75745918,107
27,158382,La Plata #2,74807759,10
28,89860,Paris #4,74489793,75
29,123288,Ho Chi Minh City #1,74035542,242
30,101624,Sevilla #6,73215387,209
31,159897,Talcahuano #512,72922145,44
32,116852,Puebla #1,71710486,140
33,126613,Medellín #9,71388654,48
34,86302,Warsaw #1,69454097,175
35,88364,Kyiv #8,69141958,232
36,156330,Rosario #6,66682713,10
37,143008,Oruro #3,64667119,26
38,116853,Puebla #2,63349373,140
39,98090,Istanbul #1,63311930,230
40,98455,New York City #1,62420710,235
41,102149,Algiers #6,62382175,3
42,144039,Santa Cruz de la Sierra #25,62085656,26
43,103161,Tétouan #1,60857822,147
44,158381,Merlo #6,60752572,10
45,102648,Tangier #1,60217122,147
46,155301,Córdoba #25,59793789,10
47,148669,Sorocaba #1,59155746,31
48,131217,Quito #4,59041004,63
49,148163,Rio de Janeiro #1,58697328,31
50,122774,Phnom Penh #4,58450085,38
51,106074,Tijuana #4,58006226,140
52,157357,Buenos Aires #1,57551359,10
53,157873,Montevideo #2,56423505,237
54,128660,Cali #4,55576165,48
55,115309,Zapopan #6,55195450,140
56,103875,Nagoya #1,55049755,110
57,114595,Shenzhen #2,54956167,45
58,157340,Puente Alto #2,54768675,44
59,118681,Huế #3,54688049,242
60,115310,Zapopan #7,52897054,140
61,103744,Kirkuk #2,52823305,104
62,111218,Ciudad Apodaca #2,52147620,140
63,105280,Baghdad #2,52123025,104
64,106803,Jerusalem #3,52079756,107
65,98052,Barcelona #3,51260816,209
66,98555,Madrid #2,50323100,209
67,156316,Santiago #5,50285601,44
68,153784,Porto Alegre #2,49435262,31
69,139924,Huancayo #14,49127164,172
70,88860,Kraków #3,47973127,175
71,97027,Terrassa #1,46933377,209
72,86836,Kursk #7,46746075,181
73,87296,London #2,46733223,234
74,102136,Sevilla #9,45880046,209
75,115608,Haiphong #1,45760170,242
76,150191,Asunción #11,45399211,171
77,99987,Washington #2,45274763,235
78,103368,Chiba #1,44967287,110
79,156827,Viña del Mar #6,44814131,44
80,139411,Lima #1,44360631,172
81,91912,Dijon #8,44235694,75
82,87307,Köln #2,43925154,82
83,148162,Volta Redonda #1,43745014,31
84,88325,Gent #3,43724497,21
85,88859,Katowice #2,43485695,175
86,104385,Osaka #1,43255885,110
87,100647,İzmir #3,43147208,230
88,145602,Belo Horizonte #1,42740701,31
89,104290,Kabul #1,42675751,1
90,115312,León de los Aldama #4,42474065,140
91,87818,Köln #4,41845801,82
92,153755,Coquimbo #160,41776449,44
93,77082,Stockholm #6,41659094,214
94,107314,Gaza #2,41592787,168
95,103879,Yokohama #1,41565030,110
96,123529,San José #1,41435923,52
97,106801,Gaza #1,41352957,168
98,115822,Tonalá #1,41299697,140
99,87306,Köln #1,41193289,82
100,98051,Barcelona #2,41028871,209
101,123286,Takeo #2,40652766,38
102,89861,Marne La Vallée #3,40136340,75
103,128148,Cali #2,39972890,48
104,76076,Saint Petersburg #18,39909993,181
105,123799,Cần Thơ #1,39882970,242
106,127637,Ibagué #2,39065052,48
107,139922,Callao #5,38793989,172
108,90382,Stuttgart #7,38494907,82
109,123289,Biên Hòa #3,38306508,242
110,97540,Terrassa #4,38270127,209
111,105779,Irbid #1,37984734,112
112,82229,Zelenograd #4,37926781,181
113,97554,Rome #3,37926696,108
114,96515,Andorra la Vella #1,37911882,5
115,99238,Beijing #1,37783876,45
116,127125,Pereira #1,37779276,48
117,87815,Brussels #2,37710549,21
118,104536,Los Angeles #1,37538924,235
119,99584,Valencia #6,37401337,209
120,156829,Santiago #8,37320781,44
121,158363,Talca #4,37282828,44
122,142493,Puno #9,37134129,172
123,111729,Saltillo #4,37035456,140
124,127127,Tunja #2,36901128,48
