rank,regionId,name,pixels,countryId
1,157869,Buenos Aires #3,272818297,10
2,101820,Matsue #8,251642224,110
3,139923,Lima #2,210247714,172
4,156828,Santiago #7,187910935,44
5,103367,Tokyo #1,187130886,110
6,116339,Mexico City #1,149669868,140
7,133789,Leticia #29,149578617,48
8,157870,Buenos Aires #4,146356182,10
9,116340,Iztapalapa #1,136206537,140
10,82230,Moscow #2,134253247,181
11,148670,São Paulo #1,126244248,31
12,90372,Paris #5,114016604,75
13,115607,Hanoi #1,112962878,242
14,127639,Bogotá #1,109913969,48
15,111730,Monterrey #1,106561094,140
16,116851,Tlalpan #1,98985303,140
17,106290,Jerusalem #1,95211825,107
18,162071,Cape Town #473,91133498,205
19,101813,Seoul #1,89166416,207
20,81718,Moscow #1,85631908,181
21,99067,Madrid #4,82953153,209
22,156315,Viña del Mar #5,81392381,44
23,120749,Antipolo #2,79767359,173
24,102135,Sevilla #8,75310185,209
25,106802,Jerusalem #2,74976138,107
26,158382,La Plata #2,73178512,10
27,123288,Ho Chi Minh City #1,72724384,242
28,89860,Paris #4,72134416,75
29,159897,Talcahuano #512,71633836,44
30,101624,Sevilla #6,71340807,209
31,126613,Medellín #9,70242761,48
32,116852,Puebla #1,70156822,140
33,88364,Kyiv #8,66496396,232
34,86302,Warsaw #1,66440084,175
35,156330,Rosario #6,65688717,10
36,143008,Oruro #3,64094650,26
37,116853,Puebla #2,61600262,140
38,102149,Algiers #6,61507136,3
39,144039,Santa Cruz de la Sierra #25,61481551,26
40,98455,New York City #1,61193295,235
41,98090,Istanbul #1,59204376,230
42,102648,Tangier #1,59086568,147
43,158381,Merlo #6,58800209,10
44,148163,Rio de Janeiro #1,58226363,31
45,122774,Phnom Penh #4,58166342,38
46,131217,Quito #4,57585648,63
47,103161,Tétouan #1,56699459,147
48,148669,Sorocaba #1,56438025,31
49,155301,Córdoba #25,56383573,10
50,157357,Buenos Aires #1,56197785,10
51,157873,Montevideo #2,56056889,237
52,128660,Cali #4,54694987,48
53,115309,Zapopan #6,54617970,140
54,157340,Puente Alto #2,54395536,44
55,118681,Huế #3,54063288,242
56,103875,Nagoya #1,53588449,110
57,114595,Shenzhen #2,53586171,45
58,106074,Tijuana #4,53479153,140
59,115310,Zapopan #7,51585350,140
60,106803,Jerusalem #3,51502926,107
61,105280,Baghdad #2,51467077,104
62,111218,Ciudad Apodaca #2,50535138,140
